Ticker,Sector,Last Close,52W High,% From High,RSI,Vol vs Avg,Date Hit
UVSP,Other,44.13,45.46,-2.93,63.8,0.7,2026-07-02
UYLD,Other,51.03,51.06,-0.06,84.5,0.6,2026-06-30
VALU,Other,39.01,40.98,-4.81,70.4,0.2,2026-06-29
VBIL,Other,75.52,75.52,0.0,,1.1,2026-07-02
VCEL,Other,46.98,47.06,-0.17,79.5,0.9,2026-07-02
VCSH,Other,78.79,78.85,-0.08,55.9,0.6,2026-06-29
VCYT,Other,57.08,60.91,-6.29,74.4,0.8,2026-06-30
VGUS,Other,75.48,75.49,-0.01,97.2,1.9,2026-07-02
VICR,Other,282.95,382.65,-26.06,47.3,1.2,2026-06-30
VLYPO,Other,24.65,25.0,-1.4,53.1,1.9,2026-07-01
VMD,Other,12.02,12.06,-0.33,82.5,1.1,2026-07-02
VNME,Other,10.21,10.22,-0.1,53.8,0.1,2026-07-01
VONV,Other,108.23,108.27,-0.04,65.7,0.7,2026-07-02
VRIG,Other,25.08,25.08,0.0,82.1,0.4,2026-07-01
VSAT,Other,83.06,93.03,-10.72,59.6,0.7,2026-07-01
VSDA,Other,59.29,59.29,0.0,76.2,0.4,2026-07-02
VSEC,Other,232.33,237.75,-2.28,84.0,0.9,2026-07-02
VTWG,Other,282.37,289.14,-2.34,58.3,0.5,2026-07-01
VTWO,Other,120.23,122.35,-1.73,62.5,0.7,2026-07-01
VTWV,Other,195.21,197.18,-1.0,69.0,1.2,2026-07-01
WABC,Other,59.51,60.53,-1.69,66.9,0.8,2026-07-02
WAFD,Other,38.34,39.35,-2.57,65.4,0.7,2026-07-02
WASH,Other,35.56,37.0,-3.89,58.3,0.7,2026-07-02
WCBR,Other,37.29,37.7,-1.09,80.4,1.3,2026-07-01
WEST,Other,7.06,10.19,-30.72,26.7,0.7,2026-06-26
WEYS,Other,39.49,39.94,-1.13,71.2,0.5,2026-07-02
WNEB,Other,14.47,14.72,-1.7,67.1,0.6,2026-07-02
WRLD,Other,207.98,227.68,-8.65,71.1,1.6,2026-06-30
WSBC,Other,39.64,40.26,-1.54,75.2,0.5,2026-07-02
WSBF,Other,20.6,21.03,-2.04,69.8,0.9,2026-07-02
WSFS,Other,77.17,79.13,-2.48,62.0,0.6,2026-07-02
WSML,Other,34.94,35.45,-1.44,57.0,0.3,2026-07-02
WSTN,Other,10.09,10.11,-0.2,60.0,0.0,2026-06-29
WTBA,Other,27.09,27.62,-1.92,69.4,1.1,2026-07-01
WTFC,Other,161.19,164.0,-1.71,61.5,0.9,2026-07-02
WTG,Other,10.45,10.46,-0.1,78.6,19.2,2026-07-01
XBIL,Other,50.04,50.04,0.0,78.1,0.6,2026-07-02
XMAG,Other,25.72,26.1,-1.46,59.6,0.7,2026-07-01
XMAX,Other,8.94,9.31,-3.97,55.4,0.6,2026-07-01
XOMA,Other,43.0,43.0,0.0,81.9,0.9,2026-07-02
ZD,Other,52.43,53.43,-1.87,75.7,0.8,2026-07-01
ZHOG,Other,51.33,51.42,-0.18,60.4,1.1,2026-07-02
ZION,Other,69.35,71.26,-2.68,64.3,0.9,2026-07-02
ZMUN,Other,50.08,50.16,-0.16,75.8,0.2,2026-06-29
ZTOP,Other,51.72,51.72,0.0,60.7,0.0,2026-07-02
ZTRE,Other,50.62,50.63,-0.02,56.8,0.2,2026-06-26
ZTWO,Other,50.45,50.45,0.0,60.7,0.3,2026-07-02
ZVRA,Other,13.98,14.58,-4.12,64.5,0.7,2026-06-30
CPT,Real Estate,117.25,117.56,-0.26,60.6,0.4,2026-07-01
DOC,Real Estate,21.89,21.98,-0.41,65.5,0.7,2026-07-02
EQR,Real Estate,69.83,69.83,0.0,66.7,0.7,2026-07-02
ESS,Real Estate,298.33,299.29,-0.32,73.2,0.8,2026-07-01
PSA,Real Estate,329.64,329.66,-0.01,58.3,0.9,2026-07-02
REG,Real Estate,80.96,81.93,-1.18,54.0,0.7,2026-06-26
SPG,Real Estate,226.06,228.58,-1.1,64.5,0.6,2026-06-26
UDR,Real Estate,41.09,41.12,-0.07,66.3,0.3,2026-07-02
VTR,Real Estate,92.52,92.86,-0.37,78.6,1.2,2026-07-02
WELL,Real Estate,236.06,236.06,0.0,79.1,1.1,2026-07-02
AEE,Utilities,115.02,118.32,-2.79,64.9,0.5,2026-06-26
AEP,Utilities,138.51,139.33,-0.59,73.4,1.4,2026-06-29
CNP,Utilities,44.61,45.22,-1.35,66.8,0.9,2026-06-29
DTE,Utilities,154.06,155.06,-0.64,73.1,0.7,2026-06-29
EVRG,Utilities,88.13,88.18,-0.06,73.9,0.7,2026-07-02
LNT,Utilities,78.03,78.21,-0.23,76.1,1.0,2026-07-02
NI,Utilities,47.82,49.21,-2.82,57.3,0.9,2026-06-29
PNW,Utilities,109.37,109.5,-0.12,75.0,0.6,2026-07-02
WEC,Utilities,118.83,119.06,-0.19,68.0,0.3,2026-06-29
